影片鍵,發布日期,格式鍵,類型鍵,系列鍵,業配判定鍵,觀看數,按讚數,留言數
2745,2023-11-15,2,1,0,1,54425,1133,68
2746,2023-11-16,2,5,15,1,85417,1959,44
2747,2023-11-17,2,4,0,1,419376,6244,323
2748,2023-11-20,1,5,15,3,704129,9960,603
2749,2023-11-22,2,5,15,1,42299,786,39
2750,2023-11-22,1,4,4,1,228321,3042,270
2751,2023-11-23,2,4,0,1,98984,1558,62
2752,2023-11-24,2,4,0,1,1040974,15629,661
2753,2023-11-25,1,4,4,1,133041,2515,264
2754,2023-11-27,1,5,15,3,559856,8353,820
2755,2023-11-28,2,4,0,1,115482,1732,134
2756,2023-12-01,2,4,0,1,205671,3197,87
2757,2023-12-04,1,5,15,3,333787,5786,483
2758,2023-12-06,2,5,0,1,884344,20101,899
2759,2023-12-07,2,4,0,1,61980,771,26
2760,2023-12-08,1,8,13,1,249011,5924,341
2761,2023-12-08,2,1,0,1,104918,1975,60
2762,2023-12-11,1,5,15,3,382924,5973,652
2763,2023-12-12,2,1,0,3,42463,615,38
2764,2023-12-13,2,4,0,1,767046,14676,276
2765,2023-12-15,1,8,20,1,864594,22305,2193
2766,2023-12-16,1,10,18,3,180256,2677,131
2767,2023-12-17,2,6,0,1,67617,1156,40
2768,2023-12-18,1,5,15,3,399181,5905,412
2769,2023-12-20,1,8,0,3,407082,7819,905
2770,2023-12-21,2,5,0,1,134211,2457,58
2771,2023-12-22,2,4,0,1,377165,6762,113
2772,2023-12-23,2,1,0,1,33898,593,26
2773,2023-12-25,2,5,15,1,1572517,36140,507
2774,2023-12-25,1,5,15,3,779367,11023,1126
2775,2023-12-26,2,1,0,1,74242,1125,62
2776,2023-12-28,1,10,18,3,958860,9612,408
2777,2024-01-01,1,5,15,1,424418,5651,313
2778,2024-01-04,2,1,0,1,150474,3105,96
2779,2024-01-05,1,8,13,1,306384,9680,627
2780,2024-01-05,2,1,0,1,73946,1195,27
2781,2024-01-08,2,1,0,1,45059,904,20
2782,2024-01-08,1,5,15,1,394932,5552,1035
2783,2024-01-08,2,1,0,1,273419,7832,134
2784,2024-01-11,1,8,13,1,294042,10343,641
2785,2024-01-15,1,5,15,3,391331,5178,427
2786,2024-01-17,2,1,0,1,532207,11371,441
2787,2024-01-18,2,4,0,1,76097,1671,22
2788,2024-01-19,2,1,0,1,64537,1573,58
2789,2024-01-22,2,1,0,1,72335,897,42
2790,2024-01-22,1,5,15,1,310095,4775,644
2791,2024-01-26,2,13,0,1,31133,391,15
2792,2024-01-27,1,13,0,1,334756,3219,271
2793,2024-01-29,1,5,15,3,526446,7228,667
2794,2024-01-30,2,4,0,1,61093,923,45
2795,2024-02-01,1,1,0,1,468453,8409,319
2796,2024-02-02,1,8,13,1,144213,4043,230
2797,2024-02-03,1,5,0,1,1051345,13520,557
2798,2024-02-05,1,5,15,1,251679,3952,263
2799,2024-02-07,2,3,0,1,68984,976,30
2800,2024-02-12,2,3,0,1,47489,850,27
2801,2024-02-12,1,5,15,3,315848,4223,250
2802,2024-02-15,1,10,18,3,1258534,22784,1522
2803,2024-02-15,2,1,0,3,121840,918,41
2804,2024-02-19,2,4,0,1,444455,8929,231
2805,2024-02-19,1,5,15,1,1569216,22165,1811
2806,2024-02-21,1,4,4,1,389518,6928,556
2807,2024-02-21,1,10,18,3,840385,10258,762
2808,2024-02-22,2,1,0,1,162279,3674,93
2809,2024-02-23,2,5,0,1,259966,6590,144
2810,2024-02-25,2,1,0,1,58342,558,25
2811,2024-02-26,1,5,15,3,1704809,26856,2641
2812,2024-02-29,2,4,0,1,91586,1923,68
2813,2024-03-01,2,5,0,1,1182119,21093,218
2814,2024-03-04,2,1,0,1,110387,2050,103
2815,2024-03-04,1,5,15,1,649644,8668,699
2816,2024-03-04,2,1,0,3,43490,536,28
2817,2024-03-05,2,1,0,1,163921,4332,72
2818,2024-03-06,2,4,0,1,1781450,32638,689
2819,2024-03-07,1,10,18,3,785792,11366,570
2820,2024-03-11,1,5,15,3,768968,8536,678
2821,2024-03-11,2,1,0,1,104789,1380,69
2822,2024-03-13,2,1,0,1,98067,1179,58
2823,2024-03-14,2,1,0,1,1104617,18340,135
2824,2024-03-15,2,4,0,1,52710,1083,25
2825,2024-03-18,1,5,15,1,712472,7954,603
2826,2024-03-18,2,1,0,1,60256,1127,43
2827,2024-03-18,2,8,0,1,218892,4863,138
2828,2024-03-19,2,14,0,1,786269,13125,758
2829,2024-03-22,2,1,0,1,229355,5781,121
2830,2024-03-22,2,8,0,1,327183,6854,188
2831,2024-03-24,2,1,0,1,2257322,40448,707
2832,2024-03-25,2,5,0,1,246798,5304,126
2833,2024-03-25,1,5,15,3,641875,6481,494
2834,2024-03-26,2,8,0,1,1312269,22568,338
2835,2024-03-27,1,4,0,1,134288,1789,194
2836,2024-03-27,2,4,0,1,41874,725,28
2837,2024-03-28,1,4,4,3,220118,2396,146
2838,2024-03-28,2,1,0,1,248305,5189,91
2839,2024-03-29,2,14,0,3,489930,8711,523
2840,2024-04-01,1,5,15,1,315503,4495,768
2841,2024-04-04,2,1,0,1,260456,5960,108
2842,2024-04-07,1,10,18,3,419850,3431,325
2843,2024-04-08,1,5,15,3,442793,7032,527
2844,2024-04-10,2,1,0,1,246908,4881,178
2845,2024-04-12,1,13,0,3,687210,10588,737
2846,2024-04-12,2,1,0,1,61663,1508,70
2847,2024-04-13,2,5,0,1,234059,5013,78
2848,2024-04-15,2,1,0,3,60395,685,29
2849,2024-04-15,1,5,15,3,367478,4548,347
2850,2024-04-16,1,8,0,3,376709,7044,326
2851,2024-04-17,2,1,0,1,197863,4080,120
2852,2024-04-18,1,8,13,1,332771,7972,1282
2853,2024-04-19,1,3,21,3,946394,18824,2065
2854,2024-04-21,2,6,0,1,196141,3427,116
2855,2024-04-22,1,5,15,3,479327,5613,487
2856,2024-04-24,1,13,0,1,231414,3326,310
2857,2024-04-24,2,1,0,1,20539,381,21
2858,2024-04-25,2,1,0,1,45563,855,50
2859,2024-04-26,1,3,21,3,764871,14144,1096
2860,2024-04-26,2,1,0,1,51231,1062,48
2861,2024-04-27,2,4,0,1,50706,824,25
2862,2024-04-28,2,3,0,1,39658,698,9
2863,2024-04-29,1,5,15,1,458134,5166,439
2864,2024-04-30,2,5,0,1,33151,619,15
2865,2024-05-01,2,4,0,1,342854,9703,113
2866,2024-05-01,1,4,0,1,614389,10473,519
2867,2024-05-03,2,1,0,1,1033211,17112,308
2868,2024-05-03,1,5,22,3,518824,7502,882
2869,2024-05-06,1,5,15,3,459092,5260,326
2870,2024-05-07,2,1,0,1,335769,8936,168
2871,2024-05-08,2,1,0,1,192800,,60
2872,2024-05-09,2,13,0,1,408635,7635,285
2873,2024-05-11,2,1,0,1,694526,17074,508
2874,2024-05-12,2,1,0,1,50095,2209,71
2875,2024-05-13,1,5,15,3,340881,4738,391
2876,2024-05-13,2,1,0,1,318411,7531,137
2877,2024-05-17,2,1,0,1,1616165,41998,545
2878,2024-05-17,1,1,0,1,1383554,33297,2606
2879,2024-05-20,2,5,0,1,94939,1683,98
2880,2024-05-20,1,5,15,3,927462,7075,472
2881,2024-05-22,1,5,0,1,309225,6722,290
2882,2024-05-23,2,1,0,1,169510,3375,146
2883,2024-05-24,1,5,22,3,278909,4127,386
2884,2024-05-27,1,5,15,3,383653,4887,466
2885,2024-05-28,1,1,0,1,1280318,19949,1256
2886,2024-05-30,1,5,0,1,146757,2731,418
2887,2024-05-30,2,5,0,1,36851,698,27
2888,2024-05-31,2,1,0,1,1718400,28705,461
2889,2024-06-03,1,5,15,1,415205,5112,460
2890,2024-06-03,2,10,0,1,113775,2403,64
2891,2024-06-04,2,4,0,1,46590,740,27
2892,2024-06-05,2,1,0,1,391708,8965,252
2893,2024-06-05,2,5,0,1,59456,1318,61
2894,2024-06-06,2,1,0,1,90170,1728,44
2895,2024-06-07,2,1,0,1,493345,9747,177
2896,2024-06-10,1,5,15,3,1006625,8748,879
2897,2024-06-11,2,5,0,1,73857,1635,52
2898,2024-06-11,2,1,0,1,165412,2939,41
2899,2024-06-12,1,4,0,3,310993,1381,91
2900,2024-06-12,2,1,0,1,57925,763,32
2901,2024-06-13,2,5,0,1,1394012,23080,645
2902,2024-06-14,1,10,18,3,693770,5847,328
2903,2024-06-15,2,1,0,1,170050,2719,57
2904,2024-06-15,2,1,0,1,116438,1410,32
2905,2024-06-17,1,5,15,3,396773,4667,411
2906,2024-06-18,2,1,0,1,147357,3083,85
2907,2024-06-18,1,8,13,3,280960,2410,144
2908,2024-06-19,1,5,23,3,334245,3358,357
2909,2024-06-20,1,10,18,1,432395,6397,435
2910,2024-06-22,2,1,0,1,182715,4147,131
2911,2024-06-23,2,1,0,1,108119,2516,72
2912,2024-06-24,1,5,15,3,871321,8931,815
2913,2024-06-24,2,1,0,1,572333,13123,507
2914,2024-06-25,2,4,0,1,65105,744,27
2915,2024-06-26,1,12,0,1,430341,5087,462
2916,2024-06-27,2,12,0,1,158078,2716,111
2917,2024-06-28,2,1,0,1,35941,1011,81
2918,2024-07-01,1,5,15,3,561834,5012,253
2919,2024-07-03,2,3,0,3,38033,682,17
2920,2024-07-05,2,1,0,1,49763,946,41
2921,2024-07-05,2,11,10,1,499353,9231,86
2922,2024-07-08,1,5,15,3,352342,3849,288
2923,2024-07-13,1,4,4,1,493524,5292,705
2924,2024-07-15,1,5,15,1,1200232,14829,1182
2925,2024-07-22,1,5,15,1,1462285,25255,3295
2926,2024-07-24,1,13,0,3,661432,9636,438
2927,2024-07-25,1,1,0,3,618632,11437,1004
2928,2024-07-28,1,13,0,3,389200,4976,317
2929,2024-07-28,2,3,0,1,87013,1778,49
2930,2024-07-29,2,3,0,1,222789,3695,159
2931,2024-07-29,1,5,15,3,783504,9827,1214
2932,2024-07-30,1,10,18,3,2291736,28422,1911
2933,2024-07-30,2,10,0,1,219458,,137
2934,2024-07-31,1,8,20,2,1852307,49830,6403
2935,2024-08-02,2,1,0,3,327968,3251,61
2936,2024-08-03,2,13,0,1,207963,3774,63
2937,2024-08-03,1,4,0,3,728721,9213,449
2938,2024-08-04,1,8,13,1,480901,11091,1846
2939,2024-08-04,1,5,24,1,621401,8164,1000
2940,2024-08-05,2,5,0,1,192873,4377,151
2941,2024-08-05,1,5,15,1,474999,8557,1008
2942,2024-08-09,2,1,0,1,96089,2253,56
2943,2024-08-12,1,5,15,3,1194681,12427,798
2944,2024-08-14,2,1,0,1,257213,791,20
2945,2024-08-16,1,10,18,3,366670,4183,410
2946,2024-08-19,1,5,15,3,832040,8729,600
2947,2024-08-20,2,3,0,1,63370,1252,22
2948,2024-08-20,1,10,18,3,617612,6583,563
2949,2024-08-23,2,3,0,1,54327,1049,30
2950,2024-08-26,1,5,15,3,403137,4758,426
2951,2024-08-28,1,8,13,1,540186,8570,544
2952,2024-08-30,1,5,23,3,211633,2165,177
2953,2024-08-31,1,10,18,3,648970,6013,529
2954,2024-09-02,2,1,0,1,31430,685,9
2955,2024-09-02,1,5,15,1,335434,3272,287
2956,2024-09-04,2,10,0,1,65770,1152,18
2957,2024-09-07,2,14,0,3,660675,14128,688
2958,2024-09-07,1,8,20,1,2555346,49015,3887
2959,2024-09-09,2,4,0,1,148486,3583,90
2960,2024-09-09,1,5,15,3,462877,4635,461
2961,2024-09-10,2,4,0,1,151586,3262,148
2962,2024-09-10,2,4,0,1,343379,5787,200
2963,2024-09-10,2,4,0,1,432556,8777,458
2964,2024-09-10,1,4,0,3,709031,8477,815
2965,2024-09-10,1,4,0,1,563594,7937,1064
2966,2024-09-11,1,4,0,1,439142,6897,434
2967,2024-09-12,1,4,0,1,752120,10846,4407
2968,2024-09-16,1,5,15,1,375396,4476,430
2969,2024-09-16,2,4,0,3,145966,2479,65
2970,2024-09-18,2,4,0,1,196393,3486,58
2971,2024-09-18,1,5,24,1,1511240,24679,3124
2972,2024-09-18,2,4,0,1,214793,3681,96
2973,2024-09-18,1,5,0,1,1101422,20226,1140
2974,2024-09-18,2,4,0,1,151334,3575,115
2975,2024-09-18,1,4,0,3,459285,6489,542
2976,2024-09-18,2,4,0,1,85260,2190,40
2977,2024-09-19,1,5,0,3,574311,8656,1042
2978,2024-09-20,1,5,24,1,1069782,14104,3035
2979,2024-09-20,2,4,0,1,239222,9659,101
2980,2024-09-20,1,8,13,3,997500,14991,913
2981,2024-09-23,1,5,15,3,304839,3600,412
2982,2024-09-25,1,5,24,3,785060,8620,2338
2983,2024-09-26,1,8,0,3,481947,17221,1359
2984,2024-09-27,1,5,24,3,627413,7018,2480
2985,2024-09-28,1,5,0,1,283723,3708,203
2986,2024-09-30,1,5,15,3,516724,5492,423
2987,2024-10-01,1,1,0,1,742730,12170,468
2988,2024-10-02,1,5,24,1,549727,5661,1500
2989,2024-10-04,1,5,24,1,788197,19741,1520
2990,2024-10-04,1,5,24,1,551874,6805,1325
2991,2024-10-06,1,8,13,1,868520,14768,1986
2992,2024-10-07,1,5,15,1,521373,5624,688
2993,2024-10-09,1,5,24,1,556671,7093,1182
2994,2024-10-10,1,5,0,1,429211,6842,284
2995,2024-10-11,1,5,24,1,459970,5035,1476
2996,2024-10-12,1,8,13,1,771856,17383,2977
2997,2024-10-14,1,5,15,3,1026808,10053,841
2998,2024-10-16,1,5,24,3,404927,4842,3126
2999,2024-10-17,1,5,0,1,471728,6219,645
3000,2024-10-17,2,5,0,1,41445,969,58
3001,2024-10-18,1,5,24,3,347601,3786,1451
3002,2024-10-21,2,13,0,1,109010,1852,51
3003,2024-10-21,1,8,13,1,973951,20657,3954
3004,2024-10-21,1,5,15,1,518484,5572,564
3005,2024-10-22,2,1,0,1,1038126,21843,226
3006,2024-10-23,1,5,24,1,329075,3263,1295
3007,2024-10-23,2,1,0,1,1011587,31491,423
3008,2024-10-25,1,5,24,1,274615,2886,1341
3009,2024-10-28,1,5,15,3,825539,8064,491
3010,2024-10-29,1,4,0,3,653270,10296,578
3011,2024-10-30,1,5,24,1,241796,2595,875
3012,2024-10-31,2,3,0,1,41030,917,22
3013,2024-10-31,1,8,13,1,783749,16656,2160
3014,2024-11-01,1,5,24,3,238757,2437,660
3015,2024-11-02,2,1,0,1,38721,1005,33
3016,2024-11-04,1,5,15,3,414327,5335,304
3017,2024-11-05,2,1,0,1,376005,10984,347
3018,2024-11-05,1,13,0,1,687178,6329,271
3019,2024-11-06,1,5,24,1,220036,2503,1602
3020,2024-11-07,2,5,0,1,54376,1151,42
3021,2024-11-08,1,5,24,1,232088,2510,1104
3022,2024-11-08,2,1,0,1,79924,837,32
3023,2024-11-09,1,5,0,3,542336,5860,706
3024,2024-11-11,1,5,15,3,329453,3594,217
3025,2024-11-13,2,14,0,3,480061,9627,217
3026,2024-11-13,1,8,13,1,429153,9476,2146
3027,2024-11-15,1,5,24,3,255526,2740,1624
3028,2024-11-16,1,3,0,1,1361416,23773,1856
3029,2024-11-16,2,1,0,1,32688,708,16
3030,2024-11-17,2,12,0,1,20853,482,14
3031,2024-11-17,1,12,17,1,287088,4586,476
3032,2024-11-18,2,3,0,1,22434,527,6
3033,2024-11-18,1,5,15,1,612255,5418,673
3034,2024-11-22,1,5,24,1,214894,2262,1049
3035,2024-11-22,1,4,0,1,262515,2936,521
3036,2024-11-23,1,6,0,3,201750,2547,189
3037,2024-11-25,2,1,0,1,252758,9411,102
3038,2024-11-25,1,5,15,3,717916,11284,773
3039,2024-11-26,1,4,4,1,322944,3805,315
3040,2024-11-28,1,8,13,3,375860,7291,609
3041,2024-11-29,1,5,24,3,209244,2253,1229
3042,2024-11-30,1,10,18,3,2076174,18953,1695
3043,2024-12-02,1,5,15,3,619904,9537,640
3044,2024-12-02,2,4,0,1,111128,1964,33
3045,2024-12-03,1,10,18,3,658216,6856,457
3046,2024-12-03,2,1,0,1,65531,1763,56
3047,2024-12-05,2,1,0,1,214058,6138,35
3048,2024-12-05,1,8,13,1,448596,8358,703
3049,2024-12-05,1,1,0,1,280495,6861,384
3050,2024-12-06,1,5,24,1,196584,2685,845
3051,2024-12-09,1,5,15,3,1100462,14315,844
3052,2024-12-09,2,3,0,1,38119,735,21
3053,2024-12-12,1,3,0,1,738549,9780,451
3054,2024-12-13,1,5,24,1,207480,2473,3058
3055,2024-12-16,1,5,15,1,886505,10790,626
3056,2024-12-17,1,1,0,1,197003,3498,245
3057,2024-12-18,1,8,0,3,482655,6836,396
3058,2024-12-19,1,4,4,1,252363,3425,328
3059,2024-12-20,2,1,0,1,397847,7106,170
3060,2024-12-20,1,5,24,1,213339,2397,1207
3061,2024-12-23,1,5,15,3,684770,8537,767
3062,2024-12-25,2,1,0,1,5041181,74099,534
3063,2024-12-26,1,8,0,1,1098619,8768,372
3064,2024-12-27,1,5,24,1,447891,5423,1324
3065,2024-12-28,2,1,0,1,387766,,118
3066,2024-12-28,1,8,13,1,373825,6589,539
3067,2024-12-30,1,5,15,3,1062486,8572,489
3068,2024-12-31,2,1,0,1,138515,2811,48
3069,2025-01-03,1,5,24,3,354087,6962,1368
3070,2025-01-06,1,5,15,3,876423,7339,284
3071,2025-01-07,1,13,0,1,518853,4894,554
3072,2025-01-08,2,8,0,1,1347354,39734,221
3073,2025-01-10,1,13,0,1,596879,8044,467
3074,2025-01-10,1,8,0,1,523847,9882,465
3075,2025-01-10,2,13,0,1,830823,8221,74
3076,2025-01-11,2,5,0,1,109323,2451,46
3077,2025-01-13,1,5,15,3,823618,9243,523
3078,2025-01-13,2,1,0,1,24643,730,9
3079,2025-01-13,2,13,0,1,695893,13490,172
3080,2025-01-15,2,4,0,1,69686,1542,46
3081,2025-01-16,2,13,0,1,200082,4010,115
3082,2025-01-18,2,3,0,1,85846,1974,67
3083,2025-01-19,2,1,0,1,259145,4606,88
3084,2025-01-20,2,1,0,1,270930,5719,244
3085,2025-01-20,1,5,15,3,765323,8000,525
3086,2025-01-21,1,13,0,1,566482,7851,455
3087,2025-01-23,2,4,0,1,181649,4131,140
3088,2025-01-23,2,5,0,1,283403,4162,90
3089,2025-01-23,1,1,0,1,251202,4256,360
3090,2025-01-23,2,1,0,1,143832,2407,81
3091,2025-01-23,2,4,0,1,85172,1166,21
3092,2025-01-24,2,1,0,1,42333,651,30
3093,2025-01-24,1,6,0,1,366663,2176,215
3094,2025-01-25,1,8,13,3,464353,6418,339
3095,2025-01-27,1,5,15,3,740986,8864,382
3096,2025-02-02,1,10,18,1,1552480,20389,887
3097,2025-02-03,1,5,15,3,498595,5269,557
3098,2025-02-06,1,5,0,1,303782,2367,380
3099,2025-02-07,1,13,0,1,466783,5205,427
3100,2025-02-10,1,5,15,3,451443,4704,407
3101,2025-02-15,1,5,0,1,304744,3602,600
3102,2025-02-17,1,8,13,1,365928,7232,2936
3103,2025-02-17,1,5,15,3,857242,9302,568
3104,2025-02-18,2,4,0,1,101985,1997,145
3105,2025-02-19,1,4,0,1,215632,3790,334
3106,2025-02-19,2,4,0,1,1006647,15597,156
3107,2025-02-20,2,1,0,1,1550095,20510,522
3108,2025-02-21,2,1,0,1,104387,2620,70
3109,2025-02-22,2,1,0,1,74964,1431,84
3110,2025-02-23,2,3,0,1,260820,7121,86
3111,2025-02-24,2,1,0,1,232290,3920,102
3112,2025-02-24,1,5,15,3,881473,10053,807
3113,2025-02-25,2,13,0,1,86292,1251,117
3114,2025-02-26,2,3,0,1,37249,926,17
3115,2025-02-27,2,4,0,1,212744,3049,75
3116,2025-02-27,2,4,0,1,212746,3991,109
3117,2025-02-27,1,5,0,1,446503,5681,670
3118,2025-02-28,2,4,0,1,405845,5852,180
3119,2025-03-03,1,5,15,3,441197,5682,529
3120,2025-03-03,2,1,0,1,118307,2881,61
3121,2025-03-04,2,3,0,1,340825,8673,153
3122,2025-03-05,2,1,0,1,250996,5256,103
3123,2025-03-06,2,4,0,1,367955,11159,477
3124,2025-03-07,1,8,13,1,937774,15044,711
3125,2025-03-07,2,5,0,1,290680,4983,102
3126,2025-03-08,2,4,0,1,230426,5766,103
3127,2025-03-09,2,1,0,1,218068,2396,40
3128,2025-03-10,2,13,0,1,388112,8077,129
3129,2025-03-10,1,5,15,3,833487,8366,794
3130,2025-03-11,2,13,0,1,1898712,19567,328
3131,2025-03-11,2,13,0,1,993452,17234,766
3132,2025-03-12,1,8,13,1,3037750,90480,6329
3133,2025-03-14,2,1,0,1,55357,1040,17
3134,2025-03-15,2,11,0,1,186646,6346,94
3135,2025-03-16,2,1,0,1,231877,6296,157
3136,2025-03-17,1,5,15,1,1663427,20412,1088
3137,2025-03-18,2,1,0,1,523628,9866,127
3138,2025-03-19,2,4,0,1,277766,4371,82
3139,2025-03-20,2,1,0,1,98226,2387,52
3140,2025-03-20,1,5,0,1,280487,3918,149
3141,2025-03-22,1,10,18,3,2425358,26192,1608
3142,2025-03-24,1,5,15,1,466845,5237,489
3143,2025-03-24,2,10,0,1,83911,1333,38
3144,2025-03-26,1,4,4,1,400853,3862,226
3145,2025-03-26,2,1,0,1,46190,601,19
3146,2025-03-27,2,4,0,1,2064728,36142,321
3147,2025-03-29,2,11,0,1,415455,5011,69
3148,2025-03-31,1,5,15,3,429672,4775,433
3149,2025-04-02,2,1,0,1,100247,1204,41
3150,2025-04-03,2,11,0,1,74883,689,9
3151,2025-04-07,1,5,15,1,750617,8089,563
3152,2025-04-07,2,1,0,1,2305257,36526,825
3153,2025-04-10,1,11,0,3,719991,8126,561
3154,2025-04-10,2,12,14,1,117070,966,28
3155,2025-04-11,2,11,0,1,553849,4208,219
3156,2025-04-14,1,5,15,3,683580,6445,350
3157,2025-04-15,1,10,18,3,1703694,19208,1473
3158,2025-04-18,2,1,0,1,376978,3688,174
3159,2025-04-21,2,5,0,1,543054,4491,201
3160,2025-04-21,1,5,15,3,501892,5490,438
3161,2025-04-22,2,1,0,1,118232,1778,87
3162,2025-04-24,2,1,0,1,411880,4234,95
3163,2025-04-25,1,11,0,1,838349,11512,537
3164,2025-04-25,2,4,0,1,1200883,12967,243
3165,2025-04-26,2,11,0,1,583024,5194,25
3166,2025-04-27,2,4,0,1,725978,5020,83
3167,2025-04-28,1,5,15,1,1548225,14865,1222
3168,2025-04-29,2,4,0,1,264120,2068,113
3169,2025-04-29,1,4,4,1,608219,4879,541
3170,2025-04-30,2,1,0,1,281739,2411,26
3171,2025-05-02,1,13,0,3,545324,5392,517
3172,2025-05-02,2,13,0,1,609881,5409,363
3173,2025-05-03,2,4,0,1,333253,3195,118
3174,2025-05-05,2,3,0,1,423990,6510,120
3175,2025-05-05,1,5,15,3,624554,7852,499
3176,2025-05-06,2,5,15,1,797731,11044,119
3177,2025-05-10,1,11,0,3,1249506,16867,1258
3178,2025-05-10,2,11,0,1,73067,1240,10
3179,2025-05-12,1,5,15,3,1004765,11332,763
3180,2025-05-12,2,13,0,1,521775,6213,75
3181,2025-05-13,2,4,0,1,90391,1079,62
3182,2025-05-14,2,1,0,1,65877,1185,54
3183,2025-05-15,1,4,4,1,311332,5726,504
3184,2025-05-19,1,5,15,1,629872,7568,463
3185,2025-05-20,2,1,0,1,488509,6573,334
3186,2025-05-21,1,4,4,1,533855,8230,767
3187,2025-05-22,1,8,13,1,353707,7248,1088
3188,2025-05-23,1,13,0,3,435163,4910,629
3189,2025-05-26,1,5,15,1,1811598,17339,744
3190,2025-06-01,1,5,0,3,1281817,14132,629
3191,2025-06-01,2,1,0,3,119877,1923,28
3192,2025-06-02,2,1,0,1,426631,4799,121
3193,2025-06-02,1,5,15,1,1044745,14273,687
3194,2025-06-03,2,11,0,1,150677,1453,52
3195,2025-06-07,2,1,0,1,1334539,25123,375
3196,2025-06-09,2,3,0,1,300831,3654,105
3197,2025-06-09,1,5,15,3,699847,10318,759
3198,2025-06-10,2,4,0,1,116755,1273,34
3199,2025-06-10,2,4,0,1,587234,7921,356
3200,2025-06-13,2,11,0,1,487263,4730,75
3201,2025-06-16,2,4,0,1,38426,451,5
3202,2025-06-16,1,5,15,3,932428,13889,880
3203,2025-06-18,1,8,13,3,328637,8052,842
3204,2025-06-18,2,4,0,1,356621,4715,83
3205,2025-06-19,2,13,0,1,253223,2338,43
3206,2025-06-20,1,11,0,1,629199,7041,380
3207,2025-06-23,1,5,15,1,747719,8017,397
3208,2025-06-24,2,1,0,1,450596,4142,193
3209,2025-06-24,1,4,4,1,554064,7374,555
3210,2025-06-24,2,4,0,1,113523,2042,122
3211,2025-06-25,2,1,0,1,27657,530,11
3212,2025-06-25,1,5,0,3,474505,5995,396
3213,2025-06-26,2,1,0,1,72449,950,59
3214,2025-06-27,1,1,0,1,176839,2756,213
3215,2025-06-27,2,4,0,1,407611,5472,116
3216,2025-06-28,2,11,0,1,272382,1857,39
3217,2025-06-28,2,1,0,1,64482,1328,23
3218,2025-06-29,2,11,0,1,192044,2446,44
3219,2025-06-30,2,4,0,3,192690,2319,125
3220,2025-06-30,1,5,15,3,637029,6594,549
3221,2025-07-01,2,11,0,1,177035,1937,46
3222,2025-07-03,2,4,0,1,921851,16199,243
3223,2025-07-04,2,3,0,1,472860,7165,212
3224,2025-07-05,2,5,0,1,43810,633,17
3225,2025-07-05,1,3,0,3,744447,7908,373
3226,2025-07-07,1,5,15,3,500296,4655,412
3227,2025-07-07,2,1,0,3,35006,557,36
3228,2025-07-09,2,1,0,1,141111,1657,48
3229,2025-07-09,1,5,0,4,337659,4512,716
3230,2025-07-09,2,4,0,1,116884,1448,80
3231,2025-07-10,2,1,0,1,526040,7286,247
3232,2025-07-11,2,11,0,1,842801,9774,131
3233,2025-07-14,1,5,15,3,710248,7520,577
3234,2025-07-16,2,4,0,1,152964,2550,67
3235,2025-07-18,2,5,0,1,148030,2064,17
3236,2025-07-18,1,4,4,1,412847,4125,520
3237,2025-07-21,2,1,0,3,226764,3868,197
3238,2025-07-21,1,5,15,3,650706,11960,1114
3239,2025-07-22,2,3,0,1,175518,1585,45
3240,2025-07-22,2,1,0,1,1185783,14448,170
3241,2025-07-23,1,4,4,3,249629,2207,371
3242,2025-07-24,2,4,0,1,224151,3057,86
3243,2025-07-24,2,4,0,1,95460,1148,62
3244,2025-07-26,2,4,0,1,309843,3552,79
3245,2025-07-28,1,5,15,3,457890,9178,1540
3246,2025-07-30,1,8,0,3,315229,5018,263
3247,2025-07-31,2,4,0,1,474972,6398,256
3248,2025-08-01,2,1,0,1,466922,6208,166
3249,2025-08-04,1,5,15,3,552504,6426,555
3250,2025-08-05,2,1,0,1,241920,2703,77
3251,2025-08-06,1,10,18,1,493060,4800,201
3252,2025-08-07,2,4,0,1,1279434,15258,223
3253,2025-08-07,2,1,0,3,175970,2881,90
3254,2025-08-08,1,4,0,3,983237,8523,1268
3255,2025-08-11,1,5,15,3,929206,9489,416
3256,2025-08-14,2,4,0,1,67632,757,35
3257,2025-08-18,1,5,15,3,459339,5234,601
3258,2025-08-18,2,1,0,1,140583,1616,21
3259,2025-08-18,2,1,0,3,99138,633,35
3260,2025-08-20,2,5,0,1,211249,3544,155
3261,2025-08-20,1,4,0,1,926790,8202,733
3262,2025-08-25,1,5,15,1,444988,5575,560
3263,2025-08-26,2,1,0,1,85418,1603,70
3264,2025-08-26,2,13,0,1,462302,5447,117
3265,2025-08-27,2,1,0,1,71758,1166,31
3266,2025-08-27,1,7,25,3,343239,5487,283
3267,2025-08-28,2,1,0,1,332213,3609,199
3268,2025-08-28,2,1,0,1,248276,2082,97
3269,2025-08-30,2,1,0,1,1546321,21025,569
3270,2025-09-01,1,5,15,1,483445,5078,228
3271,2025-09-02,2,10,0,1,201878,3446,67
3272,2025-09-02,1,11,0,3,1553479,17063,829
3273,2025-09-03,2,11,0,1,240554,3351,30
3274,2025-09-04,2,1,0,1,157562,3292,109
3275,2025-09-05,2,12,0,1,58648,827,19
3276,2025-09-05,2,4,0,1,738814,3057,172
3277,2025-09-06,2,1,0,1,1311851,39211,395
